SA2_MAINCODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
105031105,0,0,0,0,5,0,0,0,0,4,395,234,202,306,354,319,219,142,31,2204,0,0,0,0,0,0,0,0,0,0,13,3,4,5,5,13,4,3,3,59,0,0,0,0,0,0,0,0,0,3,569,237,207,249,251,173,140,67,21,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,8,5,0,0,0,0,25,0,0,0,3,0,0,0,0,0,4,0,3,3,0,0,3,0,0,0,10,18,8,5,3,9,3,0,0,0,45,24,17,29,39,68,65,34,25,11,310,0,0,0,4,0,3,4,0,0,10,20,10,18,13,8,11,5,4,0,89,140,89,69,109,110,99,85,53,15,765,35,6,9,12,9,13,3,0,0,91,0,0,0,0,0,0,0,0,0,0
105031106,0,0,3,0,3,3,0,0,0,11,594,287,265,341,430,383,352,208,65,2919,0,0,0,0,0,0,0,0,0,0,63,30,27,35,40,42,47,19,11,316,0,0,0,0,0,0,0,0,0,3,580,293,198,270,294,272,230,138,20,2299,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,9,7,9,0,3,0,8,5,0,4,26,0,0,0,3,0,0,0,0,0,3,5,0,4,3,7,10,9,3,0,44,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,8,22,7,7,12,16,6,4,0,0,66,38,17,43,33,43,53,49,20,7,302,30,3,6,20,3,7,15,0,0,82,3,0,0,0,0,0,3,0,0,8,131,71,46,79,82,95,87,70,34,701,36,7,12,14,14,10,3,5,0,105,0,0,0,0,4,0,0,0,0,3
106011107,10,3,10,6,11,5,0,0,0,44,506,266,333,363,406,397,183,79,23,2553,0,0,0,0,0,0,0,0,0,0,23,9,6,13,20,9,4,0,0,85,0,0,0,0,0,0,0,0,0,0,703,366,305,404,376,327,127,85,20,2700,0,0,0,0,3,0,0,0,0,3,0,3,0,3,5,5,0,0,0,19,5,4,0,7,0,7,0,0,0,31,19,3,8,12,4,0,0,0,0,50,0,3,6,6,8,5,11,3,0,43,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,6,4,3,0,27,10,3,5,6,8,4,3,0,0,38,13,10,25,44,49,35,13,9,0,195,12,0,3,5,4,3,0,0,0,30,0,3,0,0,4,9,0,3,0,24,83,64,41,82,89,93,26,19,4,496,20,11,9,11,21,9,0,0,0,83,0,0,0,0,0,0,0,0,0,3
106011108,5,7,8,14,7,6,0,0,3,53,1205,780,711,764,891,725,549,475,167,6261,0,0,0,0,0,0,0,0,0,0,24,16,25,12,29,13,14,16,6,157,0,0,0,0,0,3,0,3,0,12,836,489,416,545,474,377,323,189,60,3717,0,0,0,0,0,3,0,0,0,3,3,7,0,4,8,12,3,0,3,38,8,7,5,7,9,22,8,6,3,80,14,9,3,6,9,4,3,0,0,53,9,3,6,3,5,5,7,9,3,48,0,0,3,0,0,0,0,0,0,3,7,11,7,8,9,4,6,3,3,51,29,9,16,22,12,19,9,3,0,112,86,82,148,131,188,207,112,115,38,1102,36,18,16,9,18,19,13,9,4,136,6,7,6,5,5,4,11,11,4,50,250,178,148,165,241,215,170,151,60,1585,35,15,23,15,27,16,11,3,0,144,0,0,0,0,3,0,4,0,0,10
106011109,3,6,3,4,9,11,3,0,0,37,413,224,216,313,330,308,169,88,17,2085,0,0,0,0,0,0,0,0,0,0,19,3,11,16,13,13,4,0,0,85,0,0,0,0,0,0,0,0,0,0,253,127,105,155,185,137,73,24,7,1067,0,0,0,3,3,0,3,0,0,8,4,4,0,8,3,0,0,0,0,24,3,8,0,4,0,9,4,0,0,28,3,7,0,3,3,0,0,0,0,18,3,0,0,3,0,5,11,0,0,27,0,0,0,0,0,0,0,0,0,0,10,0,3,0,3,0,0,0,0,17,4,7,0,6,3,9,0,0,0,35,13,27,16,28,52,41,14,11,3,194,7,11,0,8,4,7,0,0,0,38,10,10,4,5,11,12,12,5,0,66,97,68,32,72,78,93,51,29,9,523,30,12,12,15,18,15,7,0,0,104,0,0,0,0,0,3,0,0,0,5
106011110,0,0,0,9,11,3,0,0,0,22,508,277,247,380,442,408,277,162,55,2758,0,0,0,0,0,0,0,0,0,0,44,21,19,27,26,20,29,27,10,223,0,0,0,0,0,0,0,0,0,0,413,215,144,259,219,181,123,58,16,1640,3,3,0,3,0,0,0,0,0,11,0,0,4,0,3,3,4,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,3,8,0,0,21,0,0,0,0,0,0,0,0,0,0,9,0,0,6,5,0,8,3,0,37,8,8,0,6,3,5,0,0,0,28,77,35,37,86,85,89,59,39,21,522,0,3,3,3,4,3,0,0,0,12,0,0,3,0,0,3,3,0,0,11,113,66,50,94,122,116,56,37,18,665,20,16,5,25,22,12,3,0,0,92,0,0,0,0,0,0,0,0,0,3
106011111,3,7,8,3,8,4,0,0,0,31,982,618,643,717,722,667,356,257,83,5038,0,0,0,0,0,0,0,0,0,0,24,20,21,30,39,31,19,18,6,212,0,0,0,3,0,0,0,0,0,7,738,479,401,462,478,365,215,141,43,3318,7,6,0,3,3,3,11,0,0,32,3,0,6,3,5,10,3,3,0,37,17,13,8,3,12,8,3,3,0,72,12,10,3,8,9,3,9,3,0,51,3,5,7,8,0,12,3,3,0,45,0,0,0,0,0,0,0,0,0,0,15,8,5,5,22,14,8,4,6,96,32,6,3,22,17,12,9,3,0,103,69,60,73,84,135,116,91,65,18,710,34,23,8,23,18,20,9,3,0,146,5,10,9,16,10,8,6,6,3,72,178,148,147,173,244,229,139,147,51,1453,39,18,19,31,29,18,5,7,0,164,0,0,3,0,0,0,0,0,0,5
106011112,12,11,9,17,8,3,0,0,0,63,1284,685,755,815,757,544,309,262,106,5510,0,0,0,0,0,0,0,0,0,0,59,44,23,38,38,22,7,8,0,233,30,15,3,16,3,0,0,3,0,70,1086,622,563,634,523,297,202,145,46,4126,0,3,0,0,0,3,0,0,0,11,15,0,4,8,11,5,0,0,0,36,3,3,0,0,4,4,7,0,0,27,4,0,0,0,0,0,0,0,0,11,6,0,9,16,8,3,3,4,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,14,50,15,15,25,17,12,0,3,0,138,46,27,47,87,95,59,43,20,11,429,15,13,4,3,4,5,0,4,0,54,4,4,4,3,3,10,0,0,3,31,191,116,120,163,164,118,86,53,23,1023,68,32,25,38,26,7,9,3,0,211,15,4,12,12,0,13,13,5,0,64
106011113,0,0,0,3,3,3,0,0,0,14,379,238,191,274,322,259,110,61,13,1851,0,0,0,0,0,0,0,0,0,0,21,18,7,19,20,10,3,0,0,102,0,0,0,0,0,0,0,0,0,0,236,149,119,165,161,127,45,20,3,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,3,3,3,0,0,3,0,0,0,11,3,3,0,0,3,3,0,0,0,13,0,0,0,0,4,0,0,3,0,10,0,0,0,0,3,0,0,0,0,4,6,0,0,0,0,3,0,0,0,13,11,3,4,0,7,0,0,0,0,27,7,14,9,38,34,32,23,13,0,168,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,0,0,0,13,77,39,29,63,66,50,32,9,0,369,15,9,7,9,8,12,0,0,0,59,0,0,0,0,3,3,0,0,0,3
106021114,0,4,0,3,3,3,0,0,0,15,224,142,153,193,168,180,90,91,35,1282,0,0,0,0,0,0,0,0,0,0,16,9,9,13,9,7,3,0,0,67,0,0,0,0,0,0,0,0,0,0,311,125,147,177,177,131,101,74,38,1276,0,0,0,0,0,0,0,0,0,9,7,0,0,6,0,0,3,0,0,17,3,4,7,3,9,3,0,0,0,26,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,3,10,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,8,4,0,3,9,0,0,0,0,23,6,12,11,27,30,22,16,15,11,139,7,5,3,9,0,0,0,7,0,40,3,0,5,0,3,0,0,0,0,10,62,41,30,53,50,39,18,20,13,315,21,3,8,10,11,8,0,0,0,55,0,0,0,0,0,0,0,0,0,0
106021115,8,9,12,18,20,4,6,3,0,80,1310,894,916,1015,969,878,537,422,122,7058,0,0,0,0,0,0,0,0,0,4,118,94,59,85,76,62,28,23,9,560,40,39,10,11,19,0,3,3,3,126,1612,940,847,964,928,661,452,330,83,6815,11,13,4,5,15,9,9,11,4,77,8,10,15,12,18,8,5,10,3,88,16,10,7,3,18,6,7,4,0,75,26,10,10,10,9,7,5,5,0,89,10,3,10,14,9,13,3,10,0,75,0,0,0,0,0,0,0,0,0,4,12,11,7,9,3,4,3,3,3,57,62,53,49,40,33,22,15,11,0,287,103,86,111,132,167,170,137,86,30,1022,30,20,20,19,26,19,8,14,0,153,21,8,7,16,6,12,7,3,0,84,275,190,178,226,262,256,191,133,44,1748,98,59,54,56,54,22,18,3,3,364,3,0,3,0,3,0,0,0,0,13
106021116,0,0,3,4,6,0,0,0,0,16,306,166,152,227,278,227,128,85,44,1606,0,0,0,0,0,0,0,0,0,0,27,20,16,10,23,14,7,3,3,126,0,0,0,0,0,0,0,0,0,0,433,241,170,258,277,180,100,60,22,1729,3,3,3,0,0,0,4,0,0,18,0,0,0,3,0,5,0,3,0,18,0,3,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,5,3,3,0,5,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,10,13,6,5,3,8,3,0,0,42,17,11,24,42,42,27,32,14,8,223,11,5,3,6,6,4,0,0,0,32,0,0,0,0,0,3,0,0,0,6,116,39,34,88,57,71,45,39,8,493,34,19,9,26,15,10,3,0,3,117,0,0,0,0,0,3,0,0,0,3
106021117,6,3,11,9,15,3,0,0,0,56,968,617,735,679,676,590,347,266,73,4955,0,0,0,0,0,0,0,0,0,0,105,39,52,57,42,22,18,3,0,339,0,0,0,0,0,0,0,0,0,0,1257,750,699,695,703,499,344,251,74,5270,3,0,0,6,0,0,0,0,0,8,0,0,4,4,4,6,0,0,4,25,11,12,12,3,11,5,4,0,0,56,18,8,10,7,4,3,3,0,0,54,3,8,11,8,7,5,4,6,0,46,0,0,0,0,0,0,3,0,0,3,3,3,8,7,3,0,5,0,0,29,29,11,15,8,15,7,0,0,0,89,82,69,85,90,126,99,63,56,11,684,26,15,22,20,27,18,21,13,3,157,12,3,5,4,10,8,0,0,0,47,174,109,114,137,145,132,78,57,27,961,65,29,37,33,28,11,8,7,0,216,0,0,3,3,0,0,0,3,0,16
106021118,8,3,0,5,3,3,0,0,0,27,581,361,389,455,397,261,125,47,10,2616,0,0,0,0,0,0,0,0,0,0,49,27,30,39,27,16,9,4,0,196,3,0,0,0,0,0,0,0,0,3,612,336,305,372,298,163,93,27,10,2219,0,3,7,3,6,8,3,0,0,21,7,0,7,4,3,0,0,0,0,25,3,0,6,4,3,3,0,0,0,23,0,0,0,0,3,0,0,0,0,5,7,4,0,4,6,4,0,0,0,33,0,0,0,0,0,0,3,0,0,3,4,3,0,0,7,0,0,0,0,15,20,17,8,9,13,7,0,0,0,74,26,30,44,52,58,62,14,9,0,302,13,3,5,9,10,7,4,4,0,55,6,0,4,3,3,0,0,0,0,25,153,100,73,123,128,74,34,14,0,690,58,18,20,29,20,8,0,0,0,165,0,0,0,0,0,3,0,0,0,3
106031119,8,0,3,3,7,0,0,0,0,32,312,156,142,236,264,244,177,104,17,1649,0,0,0,0,0,0,0,0,0,0,12,7,5,11,3,9,14,3,0,63,0,0,3,0,0,0,0,0,0,5,300,159,103,201,192,162,110,46,5,1279,7,0,0,0,3,3,3,0,0,20,3,4,0,0,0,4,4,0,0,25,5,7,13,7,4,9,0,0,3,52,0,0,0,0,0,0,0,0,0,0,12,0,8,3,8,5,10,3,0,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,14,27,13,6,9,8,4,9,4,0,80,22,15,14,27,43,38,28,25,3,222,4,3,4,3,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,55,34,41,46,61,72,33,36,3,369,47,19,19,17,24,3,8,3,0,140,0,0,0,0,0,0,0,0,0,0
106031120,0,0,0,4,4,3,0,0,0,16,285,179,166,233,274,345,266,159,52,1953,0,0,0,0,0,0,0,0,0,0,15,7,7,4,18,22,25,13,4,118,0,0,0,0,0,0,0,0,0,0,215,127,131,122,181,214,161,87,18,1257,3,3,0,0,8,3,0,0,0,21,0,0,0,0,3,3,0,3,0,6,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,5,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,5,0,0,9,3,0,0,4,3,5,0,0,0,18,22,16,17,37,39,60,59,18,3,270,6,3,3,0,9,9,0,0,0,30,0,0,0,0,3,3,0,0,0,9,56,61,31,48,45,59,48,28,8,375,20,10,8,14,19,14,3,0,0,77,0,0,0,0,0,0,3,0,0,4
106031121,13,3,10,25,22,15,4,0,0,93,669,433,351,604,697,993,884,667,208,5500,0,0,0,0,0,0,0,0,0,0,43,29,26,29,30,55,38,27,7,298,0,0,0,0,0,0,0,0,0,0,785,442,338,519,543,628,564,343,84,4243,0,0,0,0,3,0,3,0,0,13,20,5,11,26,19,20,14,6,0,127,8,4,6,4,5,3,10,0,0,53,0,0,0,0,5,0,0,0,0,8,19,14,6,10,12,13,25,6,7,110,0,0,0,0,0,0,3,0,0,4,0,3,0,3,6,0,6,3,0,26,63,40,20,35,28,26,14,8,8,236,66,30,37,94,94,151,168,118,43,801,15,5,8,9,4,14,8,4,0,69,3,0,0,0,0,7,4,0,0,16,146,87,63,126,134,247,214,203,66,1298,74,50,31,44,47,39,18,9,8,325,9,3,8,0,3,0,4,4,0,22
106031122,7,3,5,8,24,4,6,0,0,60,841,537,490,599,607,504,389,246,61,4274,0,0,0,0,0,0,0,0,0,0,73,69,40,51,70,42,42,16,3,400,12,5,16,3,3,3,3,0,0,45,776,498,360,460,426,300,222,145,35,3237,0,0,0,4,0,3,0,3,0,13,0,3,3,6,8,6,0,0,0,28,12,7,3,8,6,4,9,3,0,58,9,11,0,3,8,0,0,0,0,31,12,4,4,8,9,10,3,0,3,46,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,5,0,3,0,30,47,29,15,24,28,10,12,0,0,162,77,40,50,75,85,81,52,33,6,506,15,16,7,8,9,8,9,3,0,79,19,0,7,3,6,3,5,0,0,49,179,143,112,109,144,110,72,60,20,951,45,25,20,29,23,10,11,0,0,157,0,0,0,0,3,0,3,0,0,7
106031123,3,0,0,3,3,0,0,0,0,10,330,162,123,300,241,187,63,44,12,1450,0,0,0,0,0,0,0,0,0,0,22,16,6,21,19,10,12,0,0,98,0,0,0,0,0,0,0,0,0,3,358,195,131,203,190,140,50,21,3,1289,0,4,0,0,9,4,0,0,0,13,4,5,0,6,0,4,0,0,0,21,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,7,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,9,11,4,7,8,6,8,0,0,0,52,12,13,10,35,40,28,12,7,4,152,4,7,0,4,0,3,4,0,0,26,3,0,0,3,0,0,0,0,0,7,70,69,22,86,93,49,26,8,5,420,20,10,6,14,13,8,5,0,0,82,0,0,0,0,0,0,0,0,0,0
106031124,10,3,3,4,3,0,0,0,0,21,148,70,76,133,161,348,368,167,43,1524,0,0,0,0,0,0,0,0,0,0,11,7,8,9,5,29,25,9,0,90,0,0,0,0,0,0,0,0,0,0,140,54,54,94,114,206,177,59,8,902,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,7,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,0,0,0,0,3,0,0,0,0,6,6,9,6,10,23,54,38,32,7,182,0,0,0,0,0,3,0,7,0,16,0,0,0,0,0,0,0,0,0,0,22,11,3,25,38,57,52,37,8,252,7,0,9,6,0,10,7,0,0,37,3,0,0,0,0,4,3,0,0,17
106031125,7,9,9,5,7,5,4,4,0,41,675,379,440,563,498,450,310,157,28,3498,0,0,0,0,0,0,0,0,0,0,112,51,49,67,54,62,28,8,3,431,4,0,0,0,3,0,0,0,0,11,662,345,302,405,313,280,172,55,16,2549,13,4,0,8,6,4,5,0,0,32,8,10,9,6,12,17,5,3,5,73,11,0,0,7,0,4,5,0,0,31,13,0,11,7,4,3,0,0,0,42,7,4,7,8,10,12,7,0,0,58,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,0,0,0,0,15,30,25,14,29,13,13,7,4,0,123,58,27,45,85,65,76,49,25,6,437,10,3,3,7,11,8,3,0,0,46,0,0,3,0,3,3,9,8,0,27,148,89,94,113,106,110,60,31,3,759,70,32,36,40,19,21,10,0,0,221,0,0,0,0,0,0,0,0,0,3
106041126,10,8,7,12,5,3,0,0,0,42,885,496,521,585,549,454,306,173,61,4030,0,0,0,0,0,0,0,0,0,0,28,25,19,23,27,12,4,0,0,132,0,0,0,0,0,0,0,0,0,0,865,459,418,471,386,290,163,105,38,3187,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,3,0,14,14,6,10,9,9,0,0,3,0,48,0,4,3,0,4,0,0,0,0,16,5,7,4,9,4,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,13,8,4,10,6,11,0,0,0,48,20,30,39,65,52,66,48,32,10,363,17,14,12,6,6,3,0,0,0,58,7,4,0,3,4,3,0,0,0,25,70,66,59,63,100,56,41,31,14,509,30,12,19,18,6,3,4,4,0,96,0,0,0,0,3,3,0,0,0,3
106041127,0,0,4,4,0,0,0,0,0,6,330,197,189,243,237,238,133,75,26,1674,0,0,0,0,0,0,0,0,0,0,13,0,4,4,7,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,253,151,135,160,161,107,47,23,6,1038,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,15,3,6,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,4,11,26,25,22,12,10,3,127,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,10,14,17,23,26,37,18,13,3,3,163,4,3,4,3,3,4,0,0,0,29,6,0,0,0,0,0,0,0,0,6
106041128,3,5,8,3,8,4,0,0,0,32,394,261,244,271,316,253,196,162,82,2173,0,0,0,0,0,0,0,0,0,0,12,17,5,6,6,3,0,3,0,51,0,0,0,0,0,0,0,0,0,0,310,214,159,188,198,158,97,63,33,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,8,4,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,9,22,25,40,32,22,29,8,194,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,59,54,36,43,57,55,27,32,14,374,9,12,4,3,6,6,0,3,0,39,0,0,0,0,0,0,0,0,0,0
106041129,0,3,3,4,9,3,0,0,0,18,570,348,335,417,500,434,310,216,57,3192,0,0,0,0,0,0,0,0,0,0,7,8,12,0,7,7,4,4,0,56,0,0,0,0,0,0,0,0,0,0,486,274,244,323,292,243,152,81,21,2110,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,7,3,0,3,4,9,0,0,0,26,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,3,5,3,0,25,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,3,0,0,23,25,12,27,44,64,48,37,18,4,286,15,5,5,5,9,3,0,0,0,40,0,0,0,0,0,9,4,0,0,16,69,48,39,74,85,73,55,26,11,462,11,3,9,5,4,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0
107011131,18,9,18,22,19,8,11,3,0,101,1134,658,771,902,895,977,670,426,137,6572,0,0,0,0,0,0,0,0,0,0,20,23,10,15,31,25,26,6,7,165,0,0,0,0,0,3,0,0,0,6,1159,849,709,832,793,734,493,308,69,5954,19,3,3,10,14,16,5,3,0,70,78,62,75,65,80,51,42,10,3,466,16,15,6,20,15,13,10,8,3,107,12,3,0,3,3,7,8,0,3,48,15,15,12,29,26,51,34,27,5,213,0,0,0,0,0,0,0,0,0,0,13,4,7,11,5,5,0,0,0,54,47,29,28,28,24,31,21,7,0,203,71,56,54,99,160,203,138,92,29,900,22,16,17,12,18,25,24,9,7,139,13,3,9,0,0,3,0,0,3,31,256,187,113,153,139,214,170,99,30,1359,65,39,36,42,37,27,15,8,0,266,7,0,0,4,3,4,3,3,0,26
